상장유형,시장구분,종목명,상장일,공모가,공모금액,공모주식수,신주모집,구주매출,경쟁률,상장주식수,유통가능주식수,상장주선인
신규상장,KQ,엘앤씨바이오,2018-11-01,24000 ,24000000 ,1000000 ,1000000 ,,985.59:1,7234332 ,3300440 ,한국투자증권(주)
신규상장,KQ,노바텍,2018-11-02,10000 ,11600000 ,1160000 ,812000 ,348000 ,326.67:1,4626800 ,1144950 ,하나금융투자(주)
신규상장,KQ,대보마그네틱,2018-11-06,31000 ,25420000 ,820000 ,600000 ,220000 ,837.58:1,3232600 ,380099 ,한국투자증권(주)
신규상장,KQ,셀리버리,2018-11-09,25000 ,28500000 ,1140000 ,1140000 ,,808.5:1,7148321 ,4253421 ,DB금융투자주식회사
신규상장,KQ,노바렉스,2018-11-14,19000 ,18240000 ,960000 ,960000 ,,631:1,9003740 ,3609250 ,엔에이치투자증권주식회사
신규상장,KQ,에이치앤비디자인,2018-11-15,10100 ,4009700 ,397000 ,397000 ,,655.04:1,2660910 ,1124282 ,대신증권(주)
신규상장,KQ,디케이앤디,2018-11-20,6000 ,10800000 ,1800000 ,1160000 ,640000 ,975.69:1,7601025 ,2420960 ,키움증권(주)
신규상장,KQ,아주IB투자,2018-11-21,1500 ,29280000 ,19520000 ,9760000 ,9760000 ,63.77:1,118714050 ,28629100 ,미래에셋대우(주)
신규상장,KQ,파멥신,2018-11-21,60000 ,48000000 ,800000 ,800000 ,,322.78:1,6805637 ,3450093 ,"KB증권(주),삼성증권(주)"
신규상장,KQ,싸이토젠,2018-11-22,17000 ,20400000 ,1200000 ,1200000 ,,705.49:1,5633864 ,3715759 ,키움증권(주)
신규상장,KQ,디알젬,2018-11-22,6500 ,9750000 ,1500000 ,1500000 ,,832.96:1,11325610 ,3221389 ,한국투자증권(주)
신규상장,KQ,티앤알바이오팹,2018-11-28,18000 ,21600000 ,1200000 ,1200000 ,,500.35:1,8118084 ,3034692 ,키움증권(주)
신규상장,KQ,네오펙트,2018-11-28,11000 ,19800000 ,1800000 ,1800000 ,,400.8:1,11718545 ,5321219 ,한국투자증권(주)
신규상장,KQ,남화산업,2018-11-29,3700 ,11425600 ,3088000 ,3088000 ,,858.4:1,20588000 ,2160640 ,대신증권(주)
신규상장,KQ,티로보틱스,2018-11-29,16000 ,12800000 ,800000 ,800000 ,,177:1,5399459 ,3233399 ,키움증권(주)
신규상장,KQ,엠아이텍,2018-11-29,4500 ,31500000 ,7000000 ,3500000 ,3500000 ,883.49:1,27456200 ,6887074 ,하나금융투자(주)
신규상장,KQ,하나머스트제6호스팩,2018-11-30,2000 ,7500000 ,3750000 ,3750000 ,,69.81:1,4590000 ,3750000 ,하나금융투자(주)
신규상장,KQ,윙입푸드,2018-11-30,2000 ,20400000 ,10200000 ,10200000 ,,0.71:1,40409095 ,9899095 ,유진투자증권(주)
신규상장,KQ,베스파,2018-12-03,35000 ,56000000 ,1600000 ,1600000 ,,3.3:1,7986521 ,2609817 ,미래에셋대우(주)
신규상장,KQ,에코캡,2018-12-05,4200 ,16800000 ,4000000 ,4000000 ,,0.36:1,14558800 ,3880000 ,IBK투자증권(주)
신규상장,KQ,원바이오젠,2018-12-05,,6200000 ,3100000 ,3100000 ,,48.97:1,3720000 ,3100000 ,교보증권(주)
신규상장,KQ,대유에이피,2018-12-07,3000 ,8400000 ,2800000 ,2800000 ,,8.9:1,10884000 ,2519323 ,신영증권(주)
신규상장,KQ,SK4호스팩,2018-12-07,2000 ,8000000 ,4000000 ,4000000 ,,2.65:1,5160000 ,4000000 ,SK증권(주)
신규상장,KQ,이노메트리,2018-12-12,26000 ,30422314 ,1206277 ,1206277 ,,791.16:1,4825108 ,1049676 ,유진투자증권(주)
신규상장,KQ,상상인이안1호스팩,2018-12-12,2000 ,8500000 ,4250000 ,4250000 ,,0.57:1,4750000 ,4250000 ,(주)골든브릿지투자증권
신규상장,KQ,뉴트리,2018-12-13,14500 ,32799000 ,2262000 ,1810000 ,452000 ,0.36:1,9032224 ,3071298 ,미래에셋대우(주)
신규상장,KQ,머큐리,2018-12-14,6100 ,31232000 ,5120000 ,2560000 ,2560000 ,930.39:1,14763600 ,3641580 ,미래에셋대우(주)
신규상장,KQ,전진바이오팜,2018-12-14,10000 ,5000000 ,500000 ,500000 ,,24.8:1,4733428 ,3214982 ,미래에셋대우(주)
신규상장,KQ,에이비엘바이오,2018-12-19,15000 ,90000000 ,6000000 ,6000000 ,,0.78:1,44587000 ,21976561 ,한국투자증권(주)
신규상장,KQ,국전약품,2018-12-19,2000 ,9000000 ,4500000 ,4500000 ,,4.37:1,5010000 ,4500000 ,대신증권(주)
신규상장,KQ,위지윅스튜디오,2018-12-20,11000 ,24194665 ,2199515 ,2199515 ,,6.843:1,8798060 ,4153995 ,"엔에이치투자증권주식회사,삼성증권(주)"
신규상장,KQ,오하임아이엔티,2018-12-20,2000 ,7500000 ,3750000 ,3750000 ,,6.24:1,4590000 ,3750000 ,삼성증권(주)
신규상장,KQ,한국제8호스팩,2018-12-20,2000 ,6000000 ,3000000 ,3000000 ,,22.02:1,3420000 ,3000000 ,한국투자증권(주)
신규상장,KQ,디케이티,2018-12-21,7400 ,14943560 ,2019400 ,2019400 ,,780.3:1,6879982 ,1870730 ,엔에이치투자증권주식회사
신규상장,KQ,아이엘사이언스,2018-12-21,2000 ,8500000 ,4250000 ,4250000 ,,1.679388:1,4355000 ,4250000 ,신영증권(주)
신규상장,KQ,애니플러스,2018-12-21,2000 ,5500000 ,2750000 ,2750000 ,,47.87:1,3050000 ,2750000 ,미래에셋대우(주)
신규상장,KQ,유틸렉스,2018-12-24,50000 ,36350000 ,727000 ,727000 ,,322.96:1,7263578 ,2970781 ,엔에이치투자증권주식회사
신규상장,KQ,엔에이치스팩13호,2018-12-24,2000 ,6000000 ,3000000 ,3000000 ,,39.568:1,3420000 ,3000000 ,엔에이치투자증권주식회사
신규상장,KQ,비피도,2018-12-26,18000 ,7380018 ,410001 ,410001 ,,159.97:1,4090000 ,1817875 ,한국투자증권(주)
신규상장,KQ,키움제5호스팩,2018-12-26,2000 ,7000000 ,3500000 ,3500000 ,,2.04:1,3600000 ,3500000 ,키움증권(주)
신규상장,KQ,웹케시,2019-01-25,26000 ,25220000 ,970000 ,970000 ,,947.13:1,6630322 ,3714223 ,하나금융투자(주)
신규상장,KQ,노랑풍선,2019-01-30,20000 ,20000000 ,1000000 ,735650 ,264350 ,1025.2:1,4765650 ,1224808 ,"한국투자증권(주),KB증권(주)"
신규상장,KQ,이노테라피,2019-02-01,18000 ,9000000 ,500000 ,500000 ,,463.37:1,4969184 ,2555309 ,대신증권(주)
신규상장,KQ,천보,2019-02-11,40000 ,100000000 ,2500000 ,2000000 ,500000 ,426.0903:1,9856294 ,2537104 ,하나금융투자(주)
신규상장,KQ,셀리드,2019-02-20,33000 ,39600000 ,1200000 ,1200000 ,,818.83:1,9441192 ,4237198 ,삼성증권(주)
신규상장,KQ,에코프로비엠,2019-03-05,48000 ,172800000 ,3600000 ,3600000 ,,273.77:1,19850000 ,6352129 ,대신증권(주)
신규상장,KQ,미래에셋벤처투자,2019-03-15,4500 ,20250000 ,4500000 ,4500000 ,,1022:1,30667215 ,8911905 ,KB증권(주)
신규상장,KQ,유안타제4호스팩,2019-03-21,2000 ,8200000 ,4100000 ,4100000 ,,1.82:1,4650000 ,4100000 ,유안타증권(주)
신규상장,KQ,이지케어텍,2019-03-22,12300 ,15990000 ,1300000 ,1300000 ,,1272.11:1,6386000 ,3076524 ,미래에셋대우(주)
이전상장,KQ,지노믹트리,2019-03-27,27000 ,108000000 ,4000000 ,4000000 ,,13.1:1,19986215 ,7583832 ,키움증권(주)
신규상장,KQ,케이비17호스팩,2019-03-27,2000 ,,5000000 ,5000000 ,,1.492:1,5461000 ,5000000 ,KB증권(주)
신규상장,KQ,아모그린텍,2019-03-29,9900 ,40867200 ,4128000 ,3302000 ,826000 ,22.13:1,16496790 ,5344888 ,삼성증권(주)
신규상장,KQ,TS트릴리온,2019-04-29,2000 ,8000000 ,4000000 ,4000000 ,,1.89:1,4400000 ,4000000 ,하이투자증권(주)
신규상장,KQ,한화에스비아이스팩,2019-05-03,2000 ,7500000 ,3750000 ,3750000 ,,6.66:1,4360000 ,3750000 ,한화투자증권(주)
신규상장,KQ,SNK,2019-05-07,40400 ,169680000 ,4200000 ,4200000 ,,185:1,21061800 ,4510112 ,엔에이치투자증권주식회사
신규상장,KQ,현대무벡스,2019-05-08,2000 ,16000000 ,8000000 ,8000000 ,,51.88:1,8620000 ,8000000 ,엔에이치투자증권주식회사
신규상장,KQ,컴퍼니케이,2019-05-23,4500 ,18000000 ,4000000 ,4000000 ,,850:1,15610000 ,2401660 ,엔에이치투자증권주식회사
이전상장,KQ,수젠텍,2019-05-28,12000 ,18000000 ,1500000 ,1500000 ,,1.48:1,12926006 ,8924233 ,한국투자증권(주)
신규상장,KQ,프로이천,2019-05-31,2000 ,6500000 ,3250000 ,3250000 ,,300.45:1,3490000 ,3250000 ,유진투자증권(주)
신규상장,KQ,코퍼스코리아,2019-05-31,2000 ,8000000 ,4000000 ,4000000 ,,269.78:1,4550000 ,4000000 ,DB금융투자주식회사
신규상장,KQ,마이크로디지탈,2019-06-05,23000 ,16100000 ,700000 ,700000 ,,1116.35:1,3630800 ,1318930 ,하나금융투자(주)
신규상장,KQ,까스텔바작,2019-06-10,12000 ,22680000 ,1890000 ,540000 ,1350000 ,3.4:1,6596700 ,3147797 ,엔에이치투자증권주식회사
신규상장,KQ,압타바이오,2019-06-12,30000 ,65400000 ,2180000 ,2180000 ,,663.03:1,10881733 ,5423739 ,"미래에셋대우(주),삼성증권(주)"
신규상장,KQ,엠에프엠코리아,2019-06-19,2000 ,8000000 ,4000000 ,4000000 ,,654.47:1,4310000 ,4000000 ,신한금융투자(주)
신규상장,KQ,신영스팩5호,2019-06-24,2000 ,6800000 ,3400000 ,3400000 ,,350.98:1,3505000 ,3400000 ,신영증권(주)
신규상장,KQ,케이비제18호스팩,2019-06-24,2000 ,15000000 ,7500000 ,7500000 ,,279.111:1,7822000 ,7476320 ,KB증권(주)
신규상장,KQ,에이에프더블류,2019-07-01,22500 ,88236000 ,3921600 ,2064000 ,1857600 ,552.22:1,10128444 ,2989668 ,엔에이치투자증권주식회사
신규상장,KQ,펌텍코리아,2019-07-04,,97280000 ,512000 ,19809 ,492191 ,0.51:1,1882710 ,572000 ,한국투자증권(주)
신규상장,KQ,아이스크림에듀,2019-07-11,15900 ,23055000 ,1450000 ,1450000 ,,5.69:1,12637371 ,4672710 ,대신증권(주)
신규상장,KQ,세틀뱅크,2019-07-12,55000 ,79585000 ,1447000 ,927000 ,520000 ,309.6:1,9267000 ,4701633 ,"신한금융투자(주),한국투자증권(주)"
신규상장,KQ,이베스트이안스팩1호,2019-07-15,2000 ,6000000 ,3000000 ,3000000 ,,1431.05:1,3200000 ,3000000 ,이베스트투자증권(주)
신규상장,KQ,플리토,2019-07-17,26000 ,38310636 ,1473486 ,1000000 ,473486 ,710.71:1,5169811 ,1546869 ,한국투자증권(주)
신규상장,KQ,에이스토리,2019-07-19,14300 ,26741000 ,1870000 ,1870000 ,,131.51:1,9318240 ,4895400 ,엔에이치투자증권주식회사
신규상장,KQ,대모,2019-07-24,5200 ,11180000 ,2150000 ,1700000 ,450000 ,1268.6:1,8324420 ,2541622 ,신한금융투자(주)
신규상장,KQ,윌링스,2019-07-25,12500 ,17275000 ,1382000 ,967910 ,414090 ,532.83:1,4862000 ,890098 ,신영증권(주)
신규상장,KQ,세경하이테크,2019-07-30,35000 ,28000000 ,800000 ,800000 ,,1.2:1,5624000 ,3227540 ,키움증권(주)
신규상장,KQ,슈프리마아이디,2019-08-01,27000 ,23328000 ,864000 ,640000 ,224000 ,707.26:1,2992520 ,759415 ,한국투자증권(주)
신규상장,KQ,한국바이오젠,2019-08-01,6000 ,10707000 ,1784500 ,1422000 ,362500 ,1019.62:1,7288035 ,3816290 ,미래에셋대우(주)
신규상장,KQ,덕산테코피아,2019-08-02,19000 ,76863873 ,4045467 ,3204797 ,840670 ,1.96:1,18377428 ,3758098 ,엔에이치투자증권주식회사
신규상장,KQ,코윈테크,2019-08-05,34500 ,69000000 ,2000000 ,2000000 ,,0.48:1,9000000 ,2762175 ,미래에셋대우(주)
이전상장,KQ,그린플러스,2019-08-07,10000 ,7000000 ,700000 ,700000 ,,700.96:1,3923873 ,1817344 ,한국투자증권(주)
신규상장,KQ,레이,2019-08-08,20000 ,20000000 ,1000000 ,1000000 ,,779.56:1,6653267 ,2464755 ,한국투자증권(주)
신규상장,KQ,에스피시스템스,2019-08-14,4900 ,9800000 ,2000000 ,1360000 ,640000 ,786:1,8145700 ,952390 ,한국투자증권(주)
신규상장,KQ,나노브릭,2019-08-19,16000 ,7296000 ,456000 ,456000 ,,2.58:1,4560103 ,2816477 ,KB증권(주)
신규상장,KQ,마니커에프앤지,2019-08-20,4000 ,10400 ,2600000 ,2600000 ,,1216.48:1,10378000 ,2461510 ,유진투자증권(주)
신규상장,KQ,미래에셋대우스팩3호,2019-08-20,2000 ,12300000 ,6150000 ,6150000 ,,508.4:1,6482000 ,6112967 ,미래에셋대우(주)
신규상장,KQ,네오크레마,2019-08-22,8000 ,12400000 ,1550000 ,1550000 ,,1.59:1,7256000 ,2486600 ,키움증권(주)
신규상장,KQ,한독크린텍,2019-09-05,15100 ,10570000 ,700000 ,700000 ,,728.28:1,4021000 ,1728805 ,한국투자증권(주)
신규상장,KQ,라닉스,2019-09-18,6000 ,9600000 ,1600000 ,1600000 ,,770.88:1,9435500 ,3882560 ,한국투자증권(주)
신규상장,KQ,윈텍,2019-09-18,2000 ,6000000 ,3000000 ,3000000 ,,254.8:1,3401000 ,3000000 ,하나금융투자(주)
신규상장,KQ,올리패스,2019-09-20,20000 ,14000000 ,700000 ,700000 ,,419.4:1,13875738 ,6802367 ,"미래에셋대우(주),키움증권(주)"
신규상장,KQ,케이비제19호스팩,2019-09-30,,,4000000 ,4000000 ,,177.509:1,4301000 ,3988470 ,KB증권(주)
신규상장,KQ,포커스에이치엔에스,2019-10-02,,7000000 ,3500000 ,3500000 ,,268.73:1,4010000 ,3454400 ,유진투자증권(주)
신규상장,KQ,대신밸런스제7호스팩,2019-10-11,2000 ,10000000 ,5000000 ,5000000 ,,39.52:1,5205000 ,4981960 ,대신증권(주)
신규상장,KQ,녹십자웰빙,2019-10-14,11300 ,50850000 ,4500000 ,4500000 ,,657.66:1,17752276 ,8584998 ,하나금융투자(주)
신규상장,KQ,아톤,2019-10-17,43000 ,38579084 ,897188 ,717750 ,179438 ,653.97:1,3612006 ,1830485 ,"엔에이치투자증권주식회사,KB증권(주)"
신규상장,KQ,라온피플,2019-10-18,14000 ,28329700 ,2023550 ,2023550 ,,2.07:1,10178456 ,,미래에셋대우(주)
신규상장,KQ,팜스빌,2019-10-22,14000 ,25357500 ,1811250 ,1575000 ,236250 ,674.04:1,7929338 ,2182253 ,대신증권(주)
신규상장,KQ,엔바이오니아,2019-10-24,8200 ,9102000 ,1110000 ,1110000 ,,910.32:1,7425555 ,3386531 ,미래에셋대우(주)
신규상장,KQ,케이엔제이,2019-10-25,11000 ,9630192 ,875472 ,875472 ,,1104.68:1,5386153 ,2578746 ,미래에셋대우(주)
신규상장,KQ,캐리소프트,2019-10-29,9000 ,8190000 ,910000 ,910000 ,,1067:1,5761200 ,2252388 ,미래에셋대우(주)
신규상장,KQ,교보9호스팩,2019-10-29,2000 ,6900000 ,3450000 ,3450000 ,,134.98:1,3880000 ,3450000 ,교보증권(주)
신규상장,KQ,티라유텍,2019-10-31,12050 ,13556250 ,1125000 ,1125000 ,,1164.16:1,5433750 ,930555 ,미래에셋대우(주)
신규상장,KQ,신한제6호스팩,2019-10-31,2000 ,8000000 ,4000000 ,4000000 ,,84.99:1,5010000 ,3984361 ,신한금융투자(주)
신규상장,KQ,하나금융14호스팩,2019-11-01,2000 ,8000000 ,4000000 ,4000000 ,,80.74:1,4410000 ,4000000 ,하나금융투자(주)
이전상장,KQ,미디어젠,2019-11-05,10600 ,9858000 ,930000 ,930000 ,,573.16:1,4638281 ,3445781 ,교보증권(주)
신규상장,KQ,일승,2019-11-06,2000 ,8150000 ,4075000 ,4075000 ,,30.1:1,4390000 ,3951020 ,미래에셋대우(주)
신규상장,KQ,아이티엠반도체,2019-11-07,26000 ,131300000 ,5050000 ,4610000 ,440000 ,321.091:1,22823026 ,6094038 ,KB증권(주)
신규상장,KQ,라파스,2019-11-11,20000 ,25600000 ,1280000 ,1280000 ,,813.16:1,8191416 ,4850127 ,DB금융투자주식회사
신규상장,KQ,제테마,2019-11-14,21000 ,20160000 ,960000 ,960000 ,,590.02:1,7462879 ,3551572 ,한국투자증권(주)
신규상장,KQ,에스제이그룹,2019-11-18,38600 ,31652000 ,820000 ,820000 ,,512.93:1,3294600 ,814541 ,"엔에이치투자증권주식회사,IBK투자증권(주)"
신규상장,KQ,우양,2019-11-20,4200 ,15120000 ,3600000 ,2400000 ,1200000 ,1037.3:1,12858000 ,4556330 ,미래에셋대우(주)
신규상장,KQ,코리아에셋투자증권,2019-11-20,10000 ,16000000 ,1600000 ,1600000 ,,231.78:1,6388000 ,1432004 ,신영증권(주)
신규상장,KQ,씨에스베어링,2019-11-21,8400 ,19992000 ,2380000 ,1430000 ,950000 ,699.67:1,9461400 ,2323425 ,한국투자증권(주)
신규상장,KQ,티움바이오,2019-11-22,12000 ,30000000 ,2500000 ,2500000 ,,5.29:1,23189926 ,6264876 ,키움증권(주)
신규상장,KQ,노터스,2019-11-27,20000 ,10000000 ,500000 ,500000 ,,22.31:1,6971092 ,2704798 ,대신증권(주)
신규상장,KQ,유안타제5호스팩,2019-11-28,2000 ,11200000 ,5600000 ,5600000 ,,0.21:1,5930000 ,5522246 ,유안타증권(주)
신규상장,KQ,코리아센터,2019-11-29,18000 ,45818820 ,2545490 ,2314082 ,231408 ,4.13:1,24031048 ,2396023 ,엔에이치투자증권주식회사
신규상장,KQ,비올,2019-12-03,2000 ,9000000 ,4500000 ,4500000 ,,6.97:1,4790000 ,4490196 ,IBK투자증권(주)
신규상장,KQ,SK5호스팩,2019-12-04,2000 ,8000000 ,4000000 ,,4000000 ,0.38:1,4310000 ,3490000 ,SK증권(주)
이전상장,KQ,리메드,2019-12-06,13000 ,7800000 ,600000 ,600000 ,,92.69:1,5822956 ,3512956 ,한국투자증권(주)
신규상장,KQ,IBKS제12호스팩,2019-12-09,2000 ,5800000 ,2900000 ,2900000 ,,134.47:1,3120000 ,2893121 ,IBK투자증권(주)
신규상장,KQ,태웅로직스,2019-12-10,4500 ,22500000 ,5000000 ,2500000 ,2500000 ,618.52:1,17650000 ,3983460 ,"IBK투자증권(주),(주)비엔케이투자증권"
신규상장,KQ,제이엘케이,2019-12-11,9000 ,18000000 ,2000000 ,2000000 ,,8.49:1,14894862 ,7085669 ,한국투자증권(주)
신규상장,KQ,신테카바이오,2019-12-17,12000 ,19200000 ,1600000 ,1600000 ,,123:1,13154876 ,6628242 ,KB증권(주)
신규상장,KQ,메드팩토,2019-12-19,40000 ,60440000 ,1511000 ,1511000 ,,18.84:1,10097421 ,4834392 ,삼성증권(주)
신규상장,KQ,대신밸런스제8호스팩,2019-12-19,2000 ,10000000 ,5000000 ,5000000 ,,0.68:1,5610000 ,5000000 ,대신증권(주)
신규상장,KQ,다보링크,2019-12-19,2000 ,13000000 ,6500000 ,6500000 ,,0.37:1,6845000 ,6500000 ,유안타증권(주)
신규상장,KQ,브릿지바이오테라퓨틱스,2019-12-20,60000 ,42000000 ,700000 ,700000 ,,33.52:1,5527562 ,3372669 ,"대신증권(주),KB증권(주)"
신규상장,KQ,하이제5호스팩,2019-12-23,2000 ,8500000 ,4250000 ,4250000 ,,0.37:1,5020000 ,3480000 ,하이투자증권(주)
신규상장,KQ,RF머트리얼즈,2019-12-24,13000 ,9100000 ,700000 ,700000 ,,1397.97:1,3465288 ,504984 ,한국투자증권(주)
신규상장,KQ,아이비김영,2019-12-24,2000 ,12000000 ,6000000 ,6000000 ,,1.428:1,6540000 ,6000000 ,엔에이치투자증권주식회사
신규상장,KQ,피피아이,2019-12-26,7000 ,7000000 ,1000000 ,1000000 ,,1147.71:1,9308185 ,6836183 ,미래에셋대우(주)
신규상장,KQ,천랩,2019-12-26,40000 ,17200000 ,43000 ,43000 ,,638.63:1,3808948 ,1494123 ,한국투자증권(주)
신규상장,KQ,한화플러스제1호스팩,2019-12-27,2000 ,8000000 ,4000000 ,4000000 ,,9:1,4710000 ,4000000 ,한화투자증권(주)
신규상장,KQ,하나금융15호스팩,2020-01-30,2000 ,9000000 ,4500000 ,4500000 ,,6.915:1,4710000 ,4500000 ,하나금융투자(주)
신규상장,KQ,케이비제20호스팩,2020-01-30,2000 ,12000000 ,6000000 ,6000000 ,,1.19:1,6501000 ,6000000 ,KB증권(주)
이전상장,KQ,위세아이텍,2020-02-10,12000 ,10200000 ,850000 ,850000 ,,1076.62:1,4292500 ,2432761 ,교보증권(주)
신규상장,KQ,신영스팩6호,2020-02-12,2000 ,8400000 ,4200000 ,4200000 ,,1.67:1,4305000 ,4005745 ,신영증권(주)
신규상장,KQ,서남,2020-02-20,3100 ,10850000 ,3500000 ,3500000 ,,881.6:1,20365160 ,11364632 ,한국투자증권(주)
신규상장,KQ,레몬,2020-02-28,7200 ,29520000 ,4100000 ,4100000 ,,800.07:1,34500000 ,12098465 ,미래에셋대우(주)
신규상장,KQ,켄코아에어로스페이스,2020-03-03,10000 ,13140000 ,1314000 ,1314000 ,,265.68:1,8995904 ,3475677 ,엔에이치투자증권주식회사
신규상장,KQ,제이앤티씨,2020-03-04,11000 ,121000000 ,11000000 ,6000000 ,5000000 ,4.03:1,57848466 ,15154032 ,"신한금융투자(주),유진투자증권(주)"
신규상장,KQ,서울바이오시스,2020-03-06,7500 ,15000000 ,2000000 ,2000000 ,,942.7:1,38223653 ,12267685 ,KB증권(주)
신규상장,KQ,SK6호스팩,2020-03-11,2000 ,11000000 ,5500000 ,5500000 ,,0.36:1,5710000 ,5500000 ,SK증권(주)
신규상장,KQ,플레이디,2020-03-12,8500 ,31359220 ,3689320 ,3689320 ,,864.8:1,12827140 ,2581300 ,KB증권(주)
신규상장,KQ,엔피디,2020-03-16,5400 ,40770000 ,7550000 ,7550000 ,,32.65:1,21535185 ,7372563 ,유안타증권(주)
신규상장,KQ,케이프이에스제4호,2020-03-24,2000 ,5000000 ,2500000 ,2500000 ,,8.72:1,3009000 ,2500000 ,케이프투자증권주식회사
신규상장,KQ,이베스트스팩5호,2020-05-20,2000 ,7000000 ,3500000 ,3500000 ,,0.31:1,3620000 ,3500000 ,이베스트투자증권(주)
신규상장,KQ,드림씨아이에스,2020-05-22,14900 ,20186311 ,1354786 ,1354786 ,,669.217:1,5419150 ,1263846 ,엔에이치투자증권주식회사
신규상장,KQ,에스씨엠생명과학,2020-06-17,17000 ,30600000 ,1800000 ,1800000 ,,814.91:1,11026646 ,3772038 ,한국투자증권(주)
신규상장,KQ,휴럼,2020-06-17,2000 ,7500000 ,3750000 ,3750000 ,,0.78:1,4310000 ,3750000 ,엔에이치투자증권주식회사
신규상장,KQ,HB솔루션,2020-06-22,7800 ,17136600 ,2197000 ,2197000 ,,1552:1,7109450 ,815653 ,미래에셋대우(주)
신규상장,KQ,IBKS제14호스팩,2020-06-22,2000 ,8000000 ,4000000 ,4000000 ,,2.06:1,4330000 ,4000000 ,IBK투자증권(주)
이전상장,KQ,젠큐릭스,2020-06-25,22700 ,18160000 ,800000 ,800000 ,,12.35:1,6216726 ,2892498 ,미래에셋대우(주)
신규상장,KQ,엠브레인,2020-07-01,6800 ,9520000 ,1400000 ,1400000 ,,888.08:1,8968459 ,2480969 ,엔에이치투자증권주식회사
신규상장,KQ,위더스제약,2020-07-03,15900 ,25440000 ,1600000 ,994415 ,605585 ,1082.03:1,8792415 ,1727535 ,"엔에이치투자증권주식회사,삼성증권(주)"
신규상장,KQ,신도기연,2020-07-06,16000 ,20800000 ,1300000 ,1300000 ,,955.01:1,8061280 ,2672642 ,한국투자증권(주)
신규상장,KQ,소마젠,2020-07-13,11000 ,46200000 ,4200000 ,4200000 ,,4.42:1,16861261 ,4800000 ,신한금융투자(주)
신규상장,KQ,IBKS제13호스팩,2020-07-15,2000 ,9500000 ,4750000 ,4750000 ,,11.01:1,5170000 ,4750000 ,IBK투자증권(주)
신규상장,KQ,에이프로,2020-07-16,21600 ,29547007 ,1367917 ,1367917 ,,1582.53:1,6345954 ,3290488 ,엔에이치투자증권주식회사
이전상장,KQ,티에스아이,2020-07-22,10000 ,18470000 ,1847000 ,1385000 ,462000 ,1621.1:1,9267115 ,3500769 ,한국투자증권(주)
신규상장,KQ,솔트룩스,2020-07-23,25000 ,18750000 ,750000 ,750000 ,,953.53:1,5031515 ,2014087 ,한국투자증권(주)
신규상장,KQ,하나금융16호스팩,2020-07-23,,7000000 ,3500000 ,3500000 ,,5.5:1,4010000 ,3500000 ,하나금융투자(주)
이전상장,KQ,제놀루션,2020-07-24,14000 ,11200000 ,800000 ,800000 ,,894.67:1,4065584 ,2255565 ,신영증권(주)
신규상장,KQ,더네이쳐홀딩스,2020-07-27,46000 ,55200000 ,1200000 ,1000000 ,200000 ,151.9:1,7182381 ,3554871 ,한국투자증권(주)
신규상장,KQ,엠투아이,2020-07-29,15600 ,52026000 ,3335000 ,835000 ,2500000 ,176.83:1,8399102 ,3270942 ,미래에셋대우(주)
신규상장,KQ,에이치엠씨제4호스팩,2020-07-29,2000 ,8000000 ,4000000 ,4000000 ,,0.68:1,4310000 ,4000000 ,현대차증권주식회사
이전상장,KQ,이엔드디,2020-07-30,14400 ,33696000 ,2340000 ,2340000 ,,808.62:1,9353300 ,6509669 ,IBK투자증권(주)
신규상장,KQ,와이팜,2020-07-31,11000 ,81710992 ,7428272 ,3714136 ,3714136 ,712.13:1,37141356 ,6910228 ,엔에이치투자증권주식회사
신규상장,KQ,이루다,2020-08-06,9000 ,13500000 ,1500000 ,1200000 ,300000 ,3039.56:1,7065000 ,3234620 ,미래에셋대우(주)
신규상장,KQ,한국파마,2020-08-10,9000 ,29187000 ,3243000 ,1683000 ,1560000 ,2035.74:1,10906701 ,2856218 ,미래에셋대우(주)
신규상장,KQ,영림원소프트랩,2020-08-12,11500 ,19550000 ,1700000 ,1700000 ,,2493:1,8131000 ,4677944 ,미래에셋대우(주)
신규상장,KQ,브랜드엑스코퍼레이션,2020-08-13,13000 ,49363717 ,3797209 ,2278325 ,1518884 ,8.54:1,19062968 ,7462147 ,"대신증권(주),삼성증권(주)"
신규상장,KQ,미투젠,2020-08-18,27000 ,86378400 ,3199200 ,1663600 ,1535600 ,1010.87:1,12889592 ,3406453 ,미래에셋대우(주)
신규상장,KQ,셀레믹스,2020-08-21,20000 ,26400000 ,1320000 ,1320000 ,,1176.62:1,7804083 ,3304230 ,대신증권(주)
신규상장,KQ,아이디피,2020-08-24,9800 ,15680000 ,1600000 ,1270000 ,330000 ,1149.83:1,6636863 ,1932748 ,키움증권(주)
신규상장,KQ,미래에셋대우스팩 5호,2020-08-28,2000 ,9400000 ,4700000 ,4700000 ,,5.8:1,5060000 ,,미래에셋대우(주)
신규상장,KQ,피엔케이피부임상연구센타,2020-09-09,18300 ,40863900 ,2233000 ,1340000 ,893000 ,1727:1,7502644 ,1637549 ,미래에셋대우(주)
신규상장,KQ,카카오게임즈,2020-09-10,24000 ,384000000 ,16000000 ,16000000 ,,1524.85:1,73204731 ,15014460 ,"한국투자증권(주),삼성증권(주)"
신규상장,KQ,이오플로우,2020-09-14,19000 ,26600000 ,1400000 ,1400000 ,,686.71:1,10906640 ,5872355 ,하나금융투자(주)
